Country Name;Country Code;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
St. Kitts and Nevis;KNA;363220495,8;368501946,7;392989313,3;429668980,9;462109503,2;497196086,3;535880781,7;582320695,2;585998920,8;613426888;690322971,4;742949267,8;764813996,9;749236741,5;800131640,6;905536529,6;962869402,8;994895716,6;1128826508;1097118232;1109849563;1151059045;1103295123;1159047589;1259894306;1265579265;1328207470;1391674596;1447606596;1525099297;1280771310;1257766534;1486796319;1606969717;1665025420
Sao Tome and Principe;STP;185010526,6;193564361,9;199361233,7;206331693,9;215373508,5;224287008,2;231819075,4;238166165,6;246863874,9;256616187,7;263605693,7;277801323;291598047,8;322010367,9;342368285;376459531,2;422475544,1;449722627,8;486939448;506122665,9;519693559,7;541020702,7;510473177,6;568963141,1;636217933,4;635224720,8;676154316,2;711213101,7;828353862,9;993443247,5;1118602099;1272434617;1365452218;1419852370;1467273475
Dominica;DMA;324979496,6;340497771,9;355324824,7;371609260,1;379674727,5;399384017,9;419320459,1;435874248,2;457408657,7;465523945,9;487210029,9;497862427;489989209,6;528668357,4;565131241,2;588185427,9;633007064,6;684991860,9;747909931,2;743976105,7;752222280;768069573,2;754831354,3;786822292;850337552,4;851449231,9;901049875,8;869638618;1027375175;1087477953;962493750,7;1062394694;1256467931;1349220674;1410211842
Vanuatu;VUT;247207393,8;263611821,9;276589921,9;285228393,1;317774583,8;327694499,4;341459988,4;364392018;372823853,5;379374981,4;410954961,8;405931466,5;390810090,3;415616038;443810203,5;482009511,9;538912895,7;569431889,3;612911523,9;635422647,2;651241193,6;685546560,5;705365858,1;720694566,5;752127701,4;789213371;824371706,5;876162788,4;922227587,1;967833106,3;931732926,1;959152084,3;1080824945;1108914310;1180786248
Kiribati;KIR;89192035,8;86999784,33;110301879,3;112798965,1;117563734,7;123332119,2;125524674,4;129192354,9;136447881,2;132962287,4;145142424;143744361;148090670,5;148635263,8;151702715,6;158481412,6;172806424,6;182910603,4;180870183,2;182962657,4;187456471,8;197568194,3;212926945;233292072,9;240354497,9;269913079,5;291791468,1;308152392;326179430,7;342386077;341842564,5;387761958,2;434376227,3;461941012,8;498029490,2
Micronesia, Fed. Sts.;FSM;170359027,5;189201300,2;201268951,2;222812658,8;226353740,6;247310078,8;243823331,4;232995119,7;242329876,8;249136889,5;267096162,2;279030285,9;284916409,3;295109203,4;293710700,2;309105087;318379110,8;321000409,4;319304925,2;324786183,7;336160633,4;354035867,5;353896313,4;346675014,2;344580003,4;363851742,3;369087659,1;378789451,8;387467102,5;409938118,7;408436301,4;440323830,7;458009181,6;476777888;491818179,3
Marshall Islands;MHL;93825565,11;97083732,78;106386748,3;115449773,9;124845534,2;137932080,3;125986037,4;119897913,4;120428094,4;120502144,4;126256390,3;138045931,1;145288213,8;145842934,7;149153206,3;156584998,6;161697836,9;172204501,1;162241749,9;169225654,6;180769874,2;183572222,1;184577180,2;194868626,2;195765211,1;201307890,6;208309785,8;219584916,9;236940414,7;266025061,4;262085491,9;277401943,2;293856595,5;292451749,9;307823221,3
Nauru;NRU;158212830,7;132496448,4;113480569,6;97446806,53;95679627,46;89945610,76;80729913,07;74769167,52;66696646,44;63197701,36;60198146,05;57391926,57;52472093,39;53660372;52725732,62;54185525,97;60508675;48360285,54;59338214,58;56329759,91;56923118,22;66460427,26;84811632,01;89401383,91;105896820,3;109763217,8;115641068,7;110636035,4;111790898;123279953,7;127393790,1;142810518,1;157507758,5;164230287,4;171162307,3
Aruba;ABW;1363802058;1522193652;1648463551;1810857556;2001255995;2095259749;2158919232;2350908522;2424685610;2489440705;2739898103;2918754741;2936102553;3027319748;3335469124;3426871110;3572376597;3782521886;3926175809;3489075178;3434946034;3623931877;3549697827;3793907214;3808447874;3881688127;3926948315;4080273098;4278670722;4270959491;3146467247;3844492519;4469402564;4827649140;
Afghanistan;AFG;;;;;;;;;;;16377032684;15166333855;19806995164;21981995256;22892320780;26261445895;28521625037;33344679967;35321124705;43140953896;49936634725;51184181904;60766467131;67458857273;72946664022;77274315044;76798750471;83362066704;89369237678;97800733345;1,00094E+11;85767546198;86148711749;91271896894;
American Samoa;ASM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;BTN;965176566,5;993747163,6;1063156361;1109975372;1189809535;1300689411;1398212796;1498757657;1605234831;1757925586;1858061640;2039131169;2287090950;2513847014;2714578405;2993853472;3260264371;3887877076;4142277506;4487394037;5083865946;5629238207;6152394144;6285876278;6835344113;7564534468;8430904601;8808682290;9093982076;9873190251;9605861813;10436528612;11763540572;12781872655;
Channel Islands;CHI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cuba;CUB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Curacao;CUW;;;;;;;;;;;2930335331;2975470407;3033707214;3102517491;3192588363;3314963114;3473094180;3655297542;3807244972;3810374355;3859855630;3959519302;3818320184;3818138347;3796034990;3797467730;3775988376;3895735785;3923336910;3998528545;3377382704;3834193241;4432992604;4785486256;
Cayman Islands;CYM;;;;;;;;;;;;;;;;;3626595917;3842652813;3902691282;3644016497;3588140922;3704981221;3698215082;3733288333;3823800533;3945662306;4144412722;4389520710;4735347953;4894495647;4541293667;5198568359;5856365564;6331606438;
Eritrea;ERI;;;1835746158;2132109181;2639758595;2772142459;3084261046;3385578350;3484314347;3534097150;3500595222;3892811387;4072119264;4042244998;4211205245;4455060340;4547936344;4737800725;4356653616;4553452014;4709915124;5224331270;;;;;;;;;;;;;
Faroe Islands;FRO;;;;;;;;;;;;;;;;;;;1998199788;1918979131;1934923023;2045272663;2230891737;2401726484;2576292786;2625111870;2686800586;2830966519;3005353973;3222676563;3240676995;3612505898;4007679027;4255233983;
Gibraltar;GIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Greenland;GRL;1138268535;1175427420;1140760141;1109083672;1199873985;1270709083;1313765865;1356052115;1477676927;1519236309;1663983935;1723043713;1732825868;1845317864;2025815684;2193539586;2386809293;2509143534;2715185516;2755589488;2837491311;2881652503;2976237573;2987592053;3183767613;3132039400;3309838081;3370887241;3462603876;3613246575;3663823636;3926166709;4290395274;4483270596;
Guam;GUM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Isle of Man;IMN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Not classified;INX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Korea, Rep.;KOR;3,58187E+11;4,10211E+11;4,45567E+11;4,87498E+11;5,44058E+11;6,08872E+11;6,68944E+11;7,22469E+11;6,93125E+11;7,83493E+11;8,71476E+11;9,34349E+11;1,01945E+12;1,05822E+12;1,14311E+12;1,21362E+12;1,30223E+12;1,41499E+12;1,469E+12;1,45499E+12;1,57268E+12;1,62528E+12;1,68456E+12;1,7269E+12;1,7926E+12;1,93385E+12;2,02697E+12;2,10365E+12;2,22044E+12;2,27067E+12;2,34003E+12;2,50666E+12;2,64726E+12;2,6996E+12;
Lebanon;LBN;10750781535;16610108798;19781278548;22430224368;24765996545;26915874162;30501961987;31355287004;32869994200;33159932512;34366112724;36489188156;38324718401;40342563133;44194530903;46804414733;48995393157;55008171422;61152899774;67825932483;74125159477;76310623816;84407152005;93707683517;1,0244E+11;1,10329E+11;1,19762E+11;1,2914E+11;1,31564E+11;1,25803E+11;92719310021;66328931530;70616088355;72600709792;
Liechtenstein;LIE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Martin (French part);MAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monaco;MCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Northern Mariana Islands;MNP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
New Caledonia;NCL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Palau;PLW;146551230,9;158939091,7;152157108,5;136604727;149706622;169505646;190560295,2;198304858,7;204544180,1;196236974,8;195456558,4;212849250;226999666,7;224020069,1;239105659,7;255021640,2;262560848,8;274404471,8;264325266,4;246645667,1;247406576,6;265435057,8;273766846,5;269972384,7;287776233,7;314263509,2;315854159,9;311029185,4;318504519,3;324408898,5;308998425,9;278538180,3;294462365,9;310784315,6;
Korea, Dem. People's Rep.;PRK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
French Polynesia;PYF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
San Marino;SMR;;;;;;;;1146203066;1245617706;1377559955;1439466702;1553985488;1583039186;1676814405;1800232207;1901704090;2035432565;2239203607;2270913390;2049094350;1960472690;1834547471;1716096718;1677503707;1727750658;1718776396;1755447198;1774575169;1880099391;1991185509;1919532829;2217650250;2563404992;;
South Sudan;SSD;;;;;;;;;;;;;;;;;;;25459846094;26908388739;28731556887;27963579014;15245740379;21404113973;15423015949;12827976279;;;;;;;;;
Syrian Arab Republic;SYR;;;;;;;;;;;;;;;;;;;;;;;;;;;;62769892394;67658923201;71281640286;78675556558;99337766654;1,072E+11;1,09717E+11;
Tonga;TON;240850946,3;264969053,2;271690178,3;288526783,5;309281859,1;335432982;341891354,5;345698499,9;357598159,9;371008601,6;393656192;408527645,9;433251935,8;442034571,9;444988336,9;455922517;459804185,6;460623493,3;492329331,6;469957723,1;479590457,7;522298523;536917937,7;548206674,8;568856651,6;580530288,9;624718688,2;656269919,9;675919873,3;685643603,6;707144886,4;742114235,1;776659170,8;821375658,7;
Tuvalu;TUV;14743644,74;15792367,56;16602704,84;17694928,46;19931239,31;19330772,59;18511197,21;20714076,42;24193884,66;24152536,59;24788173,88;24884455,67;28053935,52;26856121,07;27140394,81;27112989,41;28027173,79;30895743,17;33967419,61;32240162,89;31259598,41;34236508,28;34665165,2;36052623,99;37552677,43;41393609,29;44057326,2;45940206,06;47645549,29;55123835,93;53265739,91;54568264,11;56566149,33;60378318,78;
Venezuela, RB;VEN;1,88302E+11;2,13611E+11;2,3172E+11;2,37866E+11;2,37237E+11;2,51782E+11;2,55885E+11;2,76881E+11;2,80816E+11;2,67786E+11;2,83949E+11;3,00197E+11;2,77865E+11;2,61376E+11;3,17487E+11;3,61227E+11;4,09127E+11;4,56995E+11;4,90384E+11;4,77608E+11;4,76215E+11;5,06339E+11;;;;;;;;;;;;;
British Virgin Islands;VGB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Virgin Islands (U.S.);VIR;;;;;;;;;;;;;3484597260;3539319861;3753920923;4006561447;4274877588;4566788026;4711501045;4427930708;4508471122;4223968621;3665299425;3493388057;3491158655;3508580171;3598624006;3636133957;3931910844;4269082993;4437509717;4964620107;5248832929;;
Yemen, Rep.;YEM;24199282829;26592141620;29430451648;31333763342;34154013387;36847033048;39260730081;42026949960;45052078143;47414634385;51486196947;54647955087;57681123955;61024147889;65154636473;70955047111;75462123299;80094088855;84615045550;88428524134;96396994276;85876120604;85440860541;92755605480;;;;;;;;;;;
